points,pos,min,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,comment
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
18,SG,28:52,8,12,66.7,0,1,0.0,2,4,50.0,1,6,7,3,2,0,2,0,-8,
9,SG,26:30,3,9,33.3,3,4,75.0,0,0,0.0,2,4,6,6,1,0,0,0,-6,
14,SG,31:55,6,10,60.0,1,2,50.0,1,2,50.0,0,6,6,3,4,1,4,0,16,
13,SF,28:12,6,13,46.2,0,0,0.0,1,4,25.0,2,7,9,8,3,0,3,0,2,
4,SG,28:42,2,7,28.6,0,0,0.0,0,0,0.0,2,8,10,3,2,0,1,0,-16,
6,SG,19:34,2,6,33.3,1,2,50.0,1,3,33.3,1,1,2,4,1,1,1,1,-21,
19,SG,33:33,8,13,61.5,2,3,66.7,1,2,50.0,1,7,8,7,2,4,2,0,-6,
7,SG,27:11,3,10,30.0,0,0,0.0,1,3,33.3,2,7,9,4,2,1,2,1,0,
18,SG,32:13,7,13,53.8,2,3,66.7,2,5,40.0,0,2,2,10,2,1,4,0,-3,
10,SG,27:45,5,11,45.5,0,1,0.0,0,2,0.0,0,4,4,6,2,1,1,1,-14,
15,SG,34:41,6,15,40.0,2,2,100,1,4,25.0,0,5,5,7,4,2,3,2,-9,
5,SG,31:53,2,9,22.2,1,2,50.0,0,2,0.0,3,5,8,8,2,3,4,1,8,
7,SG,27:12,3,10,30.0,0,0,0.0,1,6,16.7,2,5,7,4,1,0,4,0,-14,
7,PG,30:42,3,10,30.0,0,0,0.0,1,3,33.3,5,7,12,9,3,1,5,0,3,
7,SG,24:36,3,8,37.5,0,0,0.0,1,1,100,0,5,5,5,1,0,1,0,0,
6,SG,24:48,2,10,20.0,0,0,0.0,2,7,28.6,1,4,5,4,1,1,4,0,-16,
6,SG,31:32,3,10,30.0,0,0,0.0,0,5,0.0,2,7,9,9,1,1,4,2,-4,
14,SG,33:36,7,14,50.0,0,0,0.0,0,2,0.0,1,10,11,2,3,0,3,1,1,
14,SG,31:53,6,12,50.0,2,4,50.0,0,3,0.0,6,6,12,4,0,0,2,0,-16,
15,PG,28:35,5,13,38.5,1,2,50.0,4,6,66.7,2,6,8,3,1,1,2,0,-27,
15,PG,31:07,6,13,46.2,3,3,100,0,5,0.0,2,5,7,8,1,1,3,2,-13,
19,PG,33:44,8,15,53.3,0,0,0.0,3,4,75.0,0,7,7,8,3,0,6,0,0,
11,SG,28:48,4,12,33.3,3,4,75.0,0,2,0.0,1,6,7,4,1,1,1,0,2,
