points,pos,min,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,comment
13.0,,12:36,4.0,7.0,57.1,4.0,4.0,100,1.0,2.0,50.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,-2,
0.0,,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
8.0,,16:34,2.0,5.0,40.0,4.0,4.0,100,0.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0,
,,,,,,,,,,,,,,,,,,,,,DNP - Injury/Illness
0.0,,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
0.0,,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9.0,,17:16,3.0,6.0,50.0,2.0,2.0,100,1.0,2.0,50.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,12,
5.0,,7:43,2.0,4.0,50.0,1.0,1.0,100,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4,
5.0,,11:04,1.0,3.0,33.3,2.0,2.0,100,1.0,1.0,100,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-5,
6.0,,12:32,2.0,8.0,25.0,2.0,2.0,100,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-8,
2.0,,11:00,1.0,6.0,16.7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,5.0,1.0,1.0,0.0,0.0,-4,
5.0,,10:58,2.0,8.0,25.0,1.0,1.0,100,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-12,
4.0,,8:46,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-5,
0.0,,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
4.0,,9:44,1.0,3.0,33.3,1.0,1.0,100,1.0,1.0,100,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2,
0.0,,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9.0,,14:00,4.0,9.0,44.4,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,4,
11.0,,15:36,5.0,7.0,71.4,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,6,
2.0,,13:10,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,2,
4.0,,12:04,2.0,5.0,40.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,10,
8.0,,16:57,3.0,6.0,50.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,1,
12.0,,13:56,4.0,7.0,57.1,2.0,2.0,100,2.0,3.0,66.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-2,
5.0,,15:21,2.0,7.0,28.6,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-10,
5.0,,15:40,1.0,6.0,16.7,3.0,4.0,75.0,0.0,2.0,0.0,3.0,3.0,6.0,4.0,2.0,2.0,0.0,0.0,-6,
12.0,,15:57,4.0,8.0,50.0,3.0,4.0,75.0,1.0,2.0,50.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5,
11.0,,16:39,3.0,8.0,37.5,3.0,3.0,100,2.0,4.0,50.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,8,
3.0,,15:50,1.0,5.0,20.0,1.0,2.0,50.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,-1,
5.0,,15:38,2.0,5.0,40.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3,
4.0,,13:15,2.0,6.0,33.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,-5,
12.0,,14:33,5.0,9.0,55.6,2.0,2.0,100,0.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,-8,
14.0,,18:22,5.0,11.0,45.5,2.0,2.0,100,2.0,2.0,100,0.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,2,
2.0,,10:20,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,-17,
14.0,,31:39,3.0,12.0,25.0,7.0,7.0,100,1.0,6.0,16.7,0.0,3.0,3.0,5.0,3.0,0.0,0.0,0.0,-7,
0.0,,10:31,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,-12,
3.0,,19:08,1.0,7.0,14.3,0.0,0.0,0.0,1.0,4.0,25.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,-3,
0.0,,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
0.0,,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
0.0,,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
7.0,,13:50,2.0,3.0,66.7,2.0,2.0,100,1.0,2.0,50.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,2,
8.0,,13:46,3.0,5.0,60.0,0.0,0.0,0.0,2.0,3.0,66.7,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,-3,
7.0,,14:51,1.0,5.0,20.0,5.0,5.0,100,0.0,4.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,1,
9.0,,14:21,4.0,9.0,44.4,0.0,0.0,0.0,1.0,3.0,33.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6,
9.0,,14:38,4.0,7.0,57.1,1.0,1.0,100,0.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,2,
15.0,,19:16,5.0,7.0,71.4,2.0,2.0,100,3.0,3.0,100,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,20,
8.0,,14:36,3.0,6.0,50.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,4,
9.0,,16:16,2.0,5.0,40.0,4.0,4.0,100,1.0,3.0,33.3,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,9,
7.0,,18:30,3.0,5.0,60.0,0.0,0.0,0.0,1.0,1.0,100,0.0,3.0,3.0,6.0,1.0,0.0,1.0,1.0,7,
1.0,,12:50,0.0,2.0,0.0,1.0,1.0,100,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,
0.0,,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
3.0,,14:54,1.0,5.0,20.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,-6,
4.0,,13:00,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3,
9.0,,17:52,3.0,9.0,33.3,2.0,2.0,100,1.0,3.0,33.3,1.0,1.0,2.0,4.0,1.0,0.0,2.0,0.0,13,
2.0,,11:53,1.0,6.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-7,
3.0,,11:31,1.0,4.0,25.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-6,
8.0,,13:42,2.0,3.0,66.7,3.0,4.0,75.0,1.0,1.0,100,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,6,
13.0,,16:57,6.0,8.0,75.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,-1,
6.0,,15:37,3.0,3.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,1,
2.0,,11:33,1.0,6.0,16.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,
2.0,,13:19,1.0,4.0,25.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,3,
4.0,,15:56,2.0,6.0,33.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,-3,
