points,pos,min,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,comment
9,,12:18,3,6,50.0,0,0,0.0,3,6,50.0,0,0,0,1,1,1,1,0,6,
6,,15:55,2,6,33.3,0,0,0.0,2,6,33.3,0,0,0,1,1,1,0,0,-2,
2,,7:13,1,5,20.0,0,0,0.0,0,3,0.0,0,0,0,0,0,0,0,0,2,
6,,6:50,2,5,40.0,0,0,0.0,2,5,40.0,0,0,0,1,0,0,0,1,9,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
3,,3:20,1,4,25.0,0,0,0.0,1,1,100,1,0,1,0,1,0,0,0,8,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,3:46,0,1,0.0,0,0,0.0,0,1,0.0,0,1,1,1,0,0,1,0,2,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,4:07,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-1,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,1:43,0,1,0.0,0,0,0.0,0,1,0.0,1,0,1,0,1,0,0,0,-4,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
13,,16:16,5,12,41.7,0,0,0.0,3,9,33.3,0,4,4,0,1,0,0,0,18,
13,SG,27:01,4,11,36.4,2,2,100,3,7,42.9,0,0,0,0,1,0,1,0,-13,
6,,23:38,2,8,25.0,0,0,0.0,2,7,28.6,0,1,1,0,1,0,0,0,-20,
0,,12:00,0,3,0.0,0,0,0.0,0,2,0.0,0,0,0,0,0,2,1,0,-14,
0,,12:52,0,4,0.0,0,0,0.0,0,2,0.0,0,2,2,0,1,0,0,1,-9,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,4:32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,-1,
0,,6:18,0,1,0.0,0,0,0.0,0,1,0.0,0,1,1,0,0,0,0,0,-6,
3,,14:16,1,3,33.3,0,0,0.0,1,3,33.3,0,3,3,0,1,1,1,0,-12,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
7,,13:41,3,4,75.0,0,0,0.0,1,2,50.0,0,1,1,0,1,0,0,0,5,
3,,22:08,1,5,20.0,0,0,0.0,1,5,20.0,0,2,2,2,1,0,3,0,-28,
7,SG,29:38,3,9,33.3,0,0,0.0,1,5,20.0,0,4,4,0,2,1,1,0,21,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
3,,2:08,1,1,100,0,0,0.0,1,1,100,0,1,1,0,0,0,0,0,4,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
11,SF,42:09,3,9,33.3,2,2,100,3,7,42.9,0,2,2,2,1,0,0,1,-5,
