points,pos,min,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,comment
10.0,,19:32,4.0,9.0,44.4,0.0,0.0,0.0,2.0,4.0,50.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,-16,
24.0,PG,31:47,8.0,20.0,40.0,7.0,7.0,100,1.0,9.0,11.1,0.0,2.0,2.0,1.0,3.0,0.0,4.0,1.0,-19,
,,,,,,,,,,,,,,,,,,,,,DNP - Injury/Illness
,,,,,,,,,,,,,,,,,,,,,DNP - Injury/Illness
11.0,,17:39,5.0,6.0,83.3,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,-9,
18.0,,24:00,7.0,14.0,50.0,0.0,0.0,0.0,4.0,8.0,50.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,25,
12.0,,20:27,5.0,13.0,38.5,1.0,1.0,100,1.0,6.0,16.7,1.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,-21,
17.0,,28:05,6.0,10.0,60.0,0.0,0.0,0.0,5.0,7.0,71.4,0.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,14,
5.0,,23:51,2.0,11.0,18.2,0.0,0.0,0.0,1.0,7.0,14.3,0.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,7,
19.0,,18:54,6.0,9.0,66.7,2.0,2.0,100,5.0,8.0,62.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,
17.0,,29:20,7.0,12.0,58.3,0.0,0.0,0.0,3.0,7.0,42.9,0.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,3,
15.0,,24:05,6.0,11.0,54.5,2.0,2.0,100,1.0,4.0,25.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,-3,
16.0,,21:16,6.0,10.0,60.0,0.0,0.0,0.0,4.0,6.0,66.7,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-1,
10.0,,23:23,4.0,14.0,28.6,2.0,2.0,100,0.0,6.0,0.0,3.0,2.0,5.0,4.0,1.0,0.0,1.0,0.0,3,
5.0,,23:23,2.0,7.0,28.6,0.0,0.0,0.0,1.0,3.0,33.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-5,
2.0,,20:52,1.0,9.0,11.1,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,-6,
8.0,,18:50,3.0,9.0,33.3,0.0,0.0,0.0,2.0,6.0,33.3,2.0,0.0,2.0,1.0,2.0,0.0,4.0,0.0,20,
16.0,PG,27:35,6.0,11.0,54.5,3.0,3.0,100,1.0,5.0,20.0,1.0,4.0,5.0,4.0,1.0,0.0,1.0,1.0,-14,
