points,pos,min,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,comment
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,SF,18:22,0,3,0.0,0,0,0.0,0,0,0.0,0,2,2,2,2,0,1,0,12,
6,,24:37,3,6,50.0,0,0,0.0,0,1,0.0,2,6,8,3,3,0,1,0,6,
3,,13:43,1,5,20.0,1,2,50.0,0,1,0.0,0,1,1,2,1,0,1,1,21,
7,,16:33,3,5,60.0,0,0,0.0,1,2,50.0,1,2,3,2,1,1,2,0,6,
2,,4:11,1,2,50.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,3:41,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,16:39,0,3,0.0,0,0,0.0,0,2,0.0,2,5,7,1,1,0,2,1,10,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,4:02,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,-6,
0,,5:39,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,1,0,0,0,0,10,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
4,,1:50,2,2,100,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,2:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,2,1,0,0,7,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
2,,7:56,1,2,50.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,11,
4,,5:23,2,2,100,0,0,0.0,0,0,0.0,0,1,1,1,1,1,0,0,2,
2,,2:01,1,1,100,0,2,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
2,,6:51,1,1,100,0,0,0.0,0,0,0.0,0,0,0,0,1,1,0,0,-8,
4,,10:20,2,3,66.7,0,0,0.0,0,0,0.0,0,1,1,0,3,0,0,0,-7,
2,,4:05,1,3,33.3,0,0,0.0,0,0,0.0,1,0,1,0,1,0,0,0,-7,
8,,18:26,3,5,60.0,1,2,50.0,1,2,50.0,1,4,5,2,2,1,0,0,6,
7,,21:13,3,3,100,0,0,0.0,1,1,100,2,4,6,2,1,0,2,1,13,
3,,10:27,1,1,100,0,0,0.0,1,1,100,0,2,2,0,1,2,0,0,9,
9,,26:27,3,7,42.9,3,3,100,0,2,0.0,0,4,4,10,4,2,1,0,15,
4,,27:57,2,6,33.3,0,0,0.0,0,1,0.0,2,1,3,3,3,1,0,2,-14,
8,,26:26,2,6,33.3,4,4,100,0,1,0.0,0,2,2,1,2,0,2,0,12,
2,,16:35,1,5,20.0,0,0,0.0,0,2,0.0,1,2,3,1,0,1,1,1,14,
6,,16:42,3,4,75.0,0,0,0.0,0,1,0.0,0,1,1,0,3,0,2,0,-1,
0,,5:25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,2,0,0,0,5,
17,,25:01,6,7,85.7,4,5,80.0,1,1,100,3,2,5,2,3,2,0,0,-3,
18,,22:25,8,10,80.0,1,1,100,1,1,100,1,5,6,1,3,0,1,0,9,
1,,11:26,0,0,0.0,1,2,50.0,0,0,0.0,0,2,2,0,1,1,0,0,-3,
0,,9:46,0,2,0.0,0,0,0.0,0,1,0.0,0,0,0,0,2,0,0,0,6,
7,,25:11,3,6,50.0,0,0,0.0,1,3,33.3,3,1,4,2,4,1,2,0,7,
4,,17:47,2,5,40.0,0,2,0.0,0,0,0.0,0,0,0,1,4,1,0,0,-9,
5,,6:51,2,2,100,0,0,0.0,1,1,100,1,0,1,1,1,0,0,0,-4,
2,,11:11,1,3,33.3,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,0,6,
4,,14:44,2,3,66.7,0,0,0.0,0,1,0.0,0,1,1,2,0,2,1,0,4,
4,,21:39,2,8,25.0,0,0,0.0,0,3,0.0,2,0,2,3,3,2,0,0,-25,
9,,15:09,3,4,75.0,3,4,75.0,0,0,0.0,1,1,2,2,2,0,1,1,2,
12,,24:10,4,6,66.7,4,4,100,0,1,0.0,1,0,1,3,5,1,1,0,10,
11,,21:52,4,6,66.7,1,2,50.0,2,2,100,0,1,1,3,1,0,1,0,-3,
5,,18:34,2,6,33.3,1,2,50.0,0,1,0.0,1,1,2,4,1,0,0,1,2,
0,,18:06,0,1,0.0,0,0,0.0,0,1,0.0,1,6,7,1,1,0,1,0,-4,
9,,23:21,3,10,30.0,2,2,100,1,3,33.3,2,4,6,1,1,3,2,1,8,
