points,pos,min,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,comment
0.0,C,15:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,4.0,0.0,3.0,0.0,-2,
0.0,,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
,,,,,,,,,,,,,,,,,,,,,NWT - Health and Safety Protocols
4.0,C,23:58,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,0.0,-39,
8.0,C,32:26,4.0,10.0,40.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,6.0,10.0,5.0,3.0,0.0,0.0,1.0,4,
7.0,C,22:09,3.0,4.0,75.0,1.0,2.0,50.0,0.0,0.0,0.0,2.0,12.0,14.0,1.0,2.0,1.0,3.0,0.0,5,
5.0,C,27:59,2.0,2.0,100,1.0,4.0,25.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,1.0,3.0,1.0,2.0,-3,
12.0,C,36:48,5.0,9.0,55.6,2.0,6.0,33.3,0.0,0.0,0.0,3.0,8.0,11.0,3.0,1.0,1.0,0.0,2.0,-7,
14.0,C,32:26,6.0,8.0,75.0,2.0,3.0,66.7,0.0,0.0,0.0,6.0,4.0,10.0,4.0,4.0,1.0,3.0,1.0,-12,
1.0,C,18:16,0.0,1.0,0.0,1.0,4.0,25.0,0.0,0.0,0.0,3.0,2.0,5.0,2.0,1.0,0.0,0.0,1.0,-13,
4.0,C,26:37,2.0,7.0,28.6,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,1.0,3.0,0.0,2.0,1.0,14,
2.0,C,26:26,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,3.0,3.0,0.0,2.0,3.0,13,
7.0,C,20:04,3.0,7.0,42.9,1.0,2.0,50.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,0.0,-5,
5.0,C,21:50,2.0,2.0,100,1.0,5.0,20.0,0.0,0.0,0.0,1.0,5.0,6.0,4.0,6.0,1.0,0.0,1.0,-13,
2.0,C,24:37,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,4.0,0.0,2.0,4.0,0.0,0,
13.0,C,34:35,6.0,7.0,85.7,1.0,3.0,33.3,0.0,0.0,0.0,1.0,8.0,9.0,2.0,6.0,0.0,0.0,1.0,13,
6.0,C,27:23,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,6.0,1.0,0.0,2.0,0,
6.0,C,28:47,3.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,11.0,1.0,3.0,0.0,0.0,1.0,4,
5.0,C,28:45,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,3.0,1.0,1.0,0.0,4,
11.0,C,25:51,5.0,7.0,71.4,1.0,2.0,50.0,0.0,0.0,0.0,8.0,5.0,13.0,2.0,2.0,1.0,0.0,0.0,-4,
5.0,C,24:45,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,2.0,4.0,6.0,3.0,5.0,1.0,4.0,1.0,12,
7.0,C,19:36,3.0,5.0,60.0,1.0,4.0,25.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,-16,
9.0,C,22:00,4.0,6.0,66.7,1.0,5.0,20.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,6.0,1.0,0.0,2.0,3,
7.0,C,21:12,2.0,3.0,66.7,3.0,3.0,100,0.0,0.0,0.0,4.0,4.0,8.0,2.0,1.0,0.0,1.0,1.0,-8,
5.0,C,22:32,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,1.0,5.0,6.0,4.0,2.0,1.0,3.0,0.0,-11,
9.0,C,16:39,4.0,7.0,57.1,1.0,2.0,50.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,-15,
4.0,C,16:09,1.0,3.0,33.3,2.0,2.0,100,0.0,0.0,0.0,3.0,6.0,9.0,4.0,3.0,0.0,0.0,0.0,-21,
4.0,C,26:05,2.0,4.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,9.0,2.0,3.0,1.0,1.0,1.0,0,
3.0,C,19:46,1.0,3.0,33.3,1.0,1.0,100,0.0,0.0,0.0,2.0,4.0,6.0,1.0,3.0,1.0,0.0,1.0,-8,
