points,pos,min,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,comment
7.0,,6:46,2.0,2.0,100,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,
1.0,,4:59,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,6,
12.0,,19:30,4.0,9.0,44.4,3.0,3.0,100,1.0,3.0,33.3,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,-26,
12.0,,24:10,2.0,7.0,28.6,6.0,9.0,66.7,2.0,5.0,40.0,0.0,0.0,0.0,7.0,2.0,0.0,3.0,0.0,-12,
14.0,,14:51,5.0,8.0,62.5,3.0,3.0,100,1.0,1.0,100,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,-1,
21.0,,26:55,9.0,14.0,64.3,1.0,1.0,100,2.0,5.0,40.0,0.0,2.0,2.0,1.0,4.0,1.0,3.0,0.0,-16,
27.0,PG,33:38,7.0,18.0,38.9,11.0,16.0,68.8,2.0,7.0,28.6,2.0,6.0,8.0,2.0,4.0,4.0,4.0,1.0,-25,
9.0,PG,26:00,3.0,13.0,23.1,3.0,5.0,60.0,0.0,3.0,0.0,0.0,6.0,6.0,1.0,3.0,0.0,4.0,0.0,-26,
10.0,PG,39:56,4.0,15.0,26.7,1.0,2.0,50.0,1.0,5.0,20.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,8,
20.0,PG,35:47,8.0,17.0,47.1,2.0,5.0,40.0,2.0,6.0,33.3,0.0,3.0,3.0,6.0,3.0,1.0,5.0,1.0,-9,
14.0,PG,28:57,6.0,15.0,40.0,0.0,2.0,0.0,2.0,6.0,33.3,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,-7,
24.0,PG,37:17,10.0,19.0,52.6,1.0,3.0,33.3,3.0,7.0,42.9,3.0,3.0,6.0,5.0,2.0,3.0,2.0,1.0,13,
10.0,SG,25:16,2.0,10.0,20.0,4.0,7.0,57.1,2.0,9.0,22.2,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,-31,
23.0,PG,33:23,6.0,17.0,35.3,11.0,11.0,100,0.0,3.0,0.0,2.0,4.0,6.0,3.0,2.0,3.0,2.0,0.0,8,
7.0,,25:07,3.0,13.0,23.1,1.0,1.0,100,0.0,5.0,0.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,0.0,-32,
2.0,PG,23:41,1.0,10.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,-30,
15.0,PG,33:30,6.0,15.0,40.0,2.0,2.0,100,1.0,6.0,16.7,1.0,3.0,4.0,8.0,3.0,1.0,1.0,1.0,-12,
25.0,PG,40:58,8.0,20.0,40.0,4.0,6.0,66.7,5.0,8.0,62.5,1.0,3.0,4.0,12.0,4.0,4.0,3.0,0.0,0,
10.0,PG,27:16,4.0,10.0,40.0,0.0,0.0,0.0,2.0,6.0,33.3,1.0,1.0,2.0,10.0,2.0,1.0,6.0,0.0,-5,
17.0,PG,29:11,4.0,10.0,40.0,6.0,7.0,85.7,3.0,4.0,75.0,1.0,3.0,4.0,3.0,2.0,1.0,1.0,0.0,-6,
5.0,PG,30:05,2.0,9.0,22.2,0.0,0.0,0.0,1.0,5.0,20.0,1.0,2.0,3.0,7.0,0.0,1.0,3.0,1.0,-16,
,,,,,,,,,,,,,,,,,,,,,DND - Injury/Illness
5.0,,16:48,1.0,4.0,25.0,3.0,4.0,75.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,4.0,0.0,-15,
9.0,PG,23:15,4.0,10.0,40.0,1.0,2.0,50.0,0.0,2.0,0.0,1.0,1.0,2.0,5.0,3.0,0.0,2.0,0.0,-21,
10.0,PG,32:25,4.0,16.0,25.0,1.0,1.0,100,1.0,4.0,25.0,0.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,-31,
