points,pos,min,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,comment
0.0,,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
13.0,SF,23:59,5.0,11.0,45.5,2.0,2.0,100,1.0,4.0,25.0,0.0,5.0,5.0,3.0,1.0,1.0,1.0,0.0,6,
4.0,SF,14:25,1.0,2.0,50.0,2.0,2.0,100,0.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,0.0,2.0,0.0,-13,
,,,,,,,,,,,,,,,,,,,,,DNP - Injury/Illness
,,,,,,,,,,,,,,,,,,,,,DNP - Injury/Illness
13.0,SF,32:31,6.0,15.0,40.0,1.0,2.0,50.0,0.0,4.0,0.0,2.0,7.0,9.0,4.0,4.0,0.0,1.0,0.0,-6,
20.0,SF,34:13,8.0,16.0,50.0,3.0,3.0,100,1.0,5.0,20.0,2.0,14.0,16.0,1.0,1.0,1.0,4.0,1.0,-6,
21.0,SG,33:16,8.0,16.0,50.0,2.0,2.0,100,3.0,8.0,37.5,2.0,5.0,7.0,3.0,1.0,2.0,2.0,0.0,-9,
19.0,SG,34:37,7.0,14.0,50.0,1.0,4.0,25.0,4.0,9.0,44.4,1.0,5.0,6.0,2.0,0.0,0.0,1.0,0.0,-2,
13.0,SF,33:52,4.0,17.0,23.5,2.0,2.0,100,3.0,8.0,37.5,3.0,4.0,7.0,1.0,2.0,1.0,0.0,1.0,-4,
9.0,SF,27:02,4.0,8.0,50.0,0.0,0.0,0.0,1.0,4.0,25.0,1.0,2.0,3.0,6.0,0.0,1.0,1.0,1.0,-15,
4.0,SF,31:15,2.0,13.0,15.4,0.0,1.0,0.0,0.0,4.0,0.0,6.0,1.0,7.0,3.0,1.0,0.0,0.0,0.0,-25,
7.0,SF,37:42,3.0,9.0,33.3,0.0,0.0,0.0,1.0,5.0,20.0,4.0,1.0,5.0,4.0,2.0,1.0,0.0,0.0,3,
12.0,SF,30:40,5.0,13.0,38.5,0.0,0.0,0.0,2.0,5.0,40.0,0.0,1.0,1.0,3.0,2.0,4.0,3.0,0.0,-19,
16.0,SF,35:44,6.0,17.0,35.3,2.0,2.0,100,2.0,9.0,22.2,5.0,4.0,9.0,3.0,1.0,1.0,0.0,0.0,14,
4.0,SF,31:55,1.0,12.0,8.3,2.0,2.0,100,0.0,5.0,0.0,1.0,6.0,7.0,2.0,0.0,0.0,2.0,0.0,-9,
16.0,SF,31:21,4.0,11.0,36.4,5.0,6.0,83.3,3.0,7.0,42.9,1.0,7.0,8.0,5.0,1.0,2.0,0.0,0.0,-6,
28.0,SF,27:58,9.0,17.0,52.9,6.0,7.0,85.7,4.0,9.0,44.4,2.0,2.0,4.0,3.0,3.0,2.0,3.0,0.0,-9,
15.0,SF,33:21,5.0,14.0,35.7,2.0,4.0,50.0,3.0,4.0,75.0,2.0,4.0,6.0,0.0,2.0,2.0,3.0,0.0,-1,
7.0,SF,36:00,3.0,14.0,21.4,0.0,0.0,0.0,1.0,6.0,16.7,4.0,1.0,5.0,3.0,2.0,0.0,2.0,1.0,-10,
14.0,SF,34:09,6.0,13.0,46.2,0.0,0.0,0.0,2.0,7.0,28.6,1.0,3.0,4.0,2.0,4.0,1.0,1.0,0.0,5,
15.0,SF,35:31,6.0,16.0,37.5,0.0,0.0,0.0,3.0,10.0,30.0,1.0,4.0,5.0,0.0,1.0,0.0,2.0,0.0,1,
13.0,SF,33:04,4.0,11.0,36.4,2.0,4.0,50.0,3.0,8.0,37.5,0.0,7.0,7.0,1.0,3.0,0.0,1.0,0.0,-18,
9.0,SF,22:30,4.0,12.0,33.3,0.0,0.0,0.0,1.0,6.0,16.7,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,-28,
6.0,SF,32:58,2.0,9.0,22.2,2.0,2.0,100,0.0,3.0,0.0,4.0,7.0,11.0,2.0,3.0,3.0,2.0,0.0,-6,
2.0,SF,26:08,1.0,9.0,11.1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,-19,
8.0,SF,31:10,2.0,9.0,22.2,2.0,2.0,100,2.0,6.0,33.3,0.0,3.0,3.0,2.0,1.0,0.0,2.0,0.0,-17,
15.0,SF,40:09,5.0,16.0,31.2,2.0,2.0,100,3.0,8.0,37.5,2.0,5.0,7.0,2.0,2.0,2.0,0.0,0.0,-2,
8.0,SF,22:21,3.0,6.0,50.0,0.0,2.0,0.0,2.0,4.0,50.0,0.0,4.0,4.0,2.0,1.0,1.0,4.0,0.0,-13,
11.0,SF,28:33,3.0,12.0,25.0,2.0,2.0,100,3.0,6.0,50.0,1.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,-17,
4.0,PF,26:02,2.0,9.0,22.2,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,-7,
28.0,PF,36:06,9.0,17.0,52.9,7.0,7.0,100,3.0,8.0,37.5,2.0,8.0,10.0,5.0,2.0,0.0,2.0,0.0,-3,
23.0,PF,36:44,9.0,16.0,56.2,2.0,2.0,100,3.0,7.0,42.9,1.0,3.0,4.0,3.0,3.0,1.0,0.0,1.0,0,
26.0,SF,36:22,7.0,13.0,53.8,9.0,10.0,90.0,3.0,6.0,50.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,18,
15.0,SF,36:53,5.0,19.0,26.3,2.0,2.0,100,3.0,13.0,23.1,0.0,7.0,7.0,3.0,1.0,1.0,2.0,0.0,-9,
23.0,SF,43:01,7.0,13.0,53.8,5.0,5.0,100,4.0,8.0,50.0,0.0,10.0,10.0,5.0,4.0,1.0,4.0,0.0,-3,
23.0,PF,41:24,5.0,16.0,31.2,12.0,14.0,85.7,1.0,6.0,16.7,0.0,8.0,8.0,1.0,2.0,1.0,2.0,0.0,-25,
32.0,SF,43:05,9.0,19.0,47.4,8.0,8.0,100,6.0,13.0,46.2,0.0,9.0,9.0,3.0,2.0,0.0,3.0,1.0,-1,
21.0,SF,46:45,7.0,23.0,30.4,5.0,6.0,83.3,2.0,12.0,16.7,4.0,13.0,17.0,3.0,4.0,2.0,5.0,0.0,11,
34.0,SF,38:53,12.0,22.0,54.5,2.0,2.0,100,8.0,13.0,61.5,0.0,8.0,8.0,4.0,0.0,1.0,1.0,0.0,4,
11.0,SF,26:48,4.0,13.0,30.8,0.0,0.0,0.0,3.0,9.0,33.3,0.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,-24,
