points,pos,min,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,comment
,,,,,,,,,,,,,,,,,,,,,DNP - Injury/Illness
0.0,,10:57,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-15,
0.0,,10:29,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-3,
2.0,,10:53,1.0,7.0,14.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,-4,
14.0,,20:59,5.0,11.0,45.5,1.0,2.0,50.0,3.0,6.0,50.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,9,
4.0,SG,24:39,2.0,10.0,20.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,5.0,3.0,4.0,0.0,0.0,0.0,-12,
3.0,,14:42,1.0,5.0,20.0,0.0,0.0,0.0,1.0,4.0,25.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,-1,
20.0,,23:53,9.0,11.0,81.8,0.0,1.0,0.0,2.0,4.0,50.0,0.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,39,
4.0,,19:33,2.0,8.0,25.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,5.0,6.0,2.0,2.0,0.0,5.0,1.0,3,
8.0,,21:37,2.0,7.0,28.6,3.0,4.0,75.0,1.0,4.0,25.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,-4,
5.0,,24:27,2.0,7.0,28.6,1.0,2.0,50.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,-4,
24.0,,31:46,7.0,15.0,46.7,5.0,5.0,100,5.0,9.0,55.6,2.0,3.0,5.0,2.0,1.0,0.0,2.0,0.0,1,
8.0,PG,33:17,3.0,10.0,30.0,2.0,2.0,100,0.0,4.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,2.0,1.0,2,
13.0,PG,25:01,5.0,11.0,45.5,0.0,0.0,0.0,3.0,7.0,42.9,0.0,4.0,4.0,0.0,5.0,2.0,1.0,0.0,3,
17.0,PG,35:11,6.0,14.0,42.9,2.0,4.0,50.0,3.0,9.0,33.3,0.0,3.0,3.0,12.0,3.0,0.0,3.0,1.0,13,
24.0,PG,33:29,7.0,11.0,63.6,4.0,5.0,80.0,6.0,7.0,85.7,0.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,1,
20.0,PG,37:49,7.0,14.0,50.0,2.0,2.0,100,4.0,8.0,50.0,0.0,2.0,2.0,5.0,4.0,1.0,0.0,0.0,0,
17.0,,34:36,7.0,11.0,63.6,1.0,1.0,100,2.0,5.0,40.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,3,
21.0,,31:49,7.0,8.0,87.5,3.0,3.0,100,4.0,4.0,100,0.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,7,
13.0,,27:22,5.0,9.0,55.6,2.0,3.0,66.7,1.0,4.0,25.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,-17,
13.0,,23:02,4.0,8.0,50.0,4.0,4.0,100,1.0,3.0,33.3,0.0,1.0,1.0,3.0,3.0,0.0,3.0,0.0,11,
16.0,,25:04,6.0,10.0,60.0,0.0,0.0,0.0,4.0,8.0,50.0,0.0,2.0,2.0,0.0,3.0,2.0,1.0,0.0,-21,
20.0,,28:38,9.0,17.0,52.9,0.0,0.0,0.0,2.0,9.0,22.2,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,-28,
19.0,PG,39:28,7.0,16.0,43.8,0.0,0.0,0.0,5.0,10.0,50.0,0.0,3.0,3.0,5.0,4.0,0.0,0.0,1.0,-5,
16.0,PG,31:40,6.0,14.0,42.9,0.0,0.0,0.0,4.0,7.0,57.1,0.0,6.0,6.0,5.0,2.0,0.0,2.0,0.0,-16,
16.0,PG,37:50,5.0,11.0,45.5,5.0,5.0,100,1.0,2.0,50.0,0.0,4.0,4.0,3.0,0.0,4.0,1.0,0.0,15,
7.0,PG,36:59,3.0,15.0,20.0,1.0,1.0,100,0.0,9.0,0.0,2.0,2.0,4.0,4.0,4.0,0.0,1.0,0.0,-8,
22.0,PG,35:18,8.0,18.0,44.4,5.0,7.0,71.4,1.0,7.0,14.3,1.0,3.0,4.0,0.0,3.0,1.0,3.0,1.0,-11,
9.0,,31:12,3.0,14.0,21.4,2.0,2.0,100,1.0,7.0,14.3,2.0,5.0,7.0,7.0,3.0,0.0,3.0,1.0,-11,
