points,pos,min,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,comment
10.0,,20:13,4.0,6.0,66.7,0.0,0.0,0.0,2.0,3.0,66.7,0.0,2.0,2.0,10.0,3.0,1.0,0.0,0.0,13,
10.0,,21:33,2.0,5.0,40.0,4.0,4.0,100,2.0,2.0,100,0.0,5.0,5.0,5.0,3.0,2.0,0.0,0.0,22,
8.0,,25:38,2.0,4.0,50.0,4.0,4.0,100,0.0,1.0,0.0,0.0,6.0,6.0,4.0,3.0,1.0,4.0,1.0,10,
9.0,,25:41,4.0,9.0,44.4,1.0,2.0,50.0,0.0,4.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,9,
3.0,,27:07,1.0,5.0,20.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,3.0,3.0,3.0,5.0,4.0,2.0,2.0,-11,
9.0,,28:49,4.0,7.0,57.1,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,22,
12.0,,26:31,3.0,4.0,75.0,4.0,4.0,100,2.0,2.0,100,0.0,0.0,0.0,4.0,1.0,5.0,2.0,1.0,9,
8.0,,27:43,2.0,4.0,50.0,3.0,3.0,100,1.0,1.0,100,1.0,1.0,2.0,2.0,4.0,4.0,4.0,0.0,-7,
10.0,,32:54,4.0,10.0,40.0,0.0,0.0,0.0,2.0,6.0,33.3,0.0,1.0,1.0,6.0,2.0,2.0,0.0,0.0,7,
7.0,,24:58,3.0,6.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,0.0,-9,
9.0,,23:17,2.0,5.0,40.0,4.0,4.0,100,1.0,3.0,33.3,0.0,3.0,3.0,6.0,4.0,2.0,3.0,1.0,21,
6.0,,31:55,3.0,6.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,6.0,4.0,2.0,0.0,0.0,-1,
9.0,,32:13,3.0,7.0,42.9,3.0,4.0,75.0,0.0,3.0,0.0,2.0,1.0,3.0,4.0,3.0,1.0,2.0,0.0,-14,
5.0,,23:57,1.0,4.0,25.0,2.0,2.0,100,1.0,3.0,33.3,0.0,4.0,4.0,2.0,1.0,2.0,2.0,0.0,9,
16.0,,22:43,6.0,7.0,85.7,1.0,1.0,100,3.0,4.0,75.0,0.0,2.0,2.0,1.0,2.0,6.0,2.0,0.0,-3,
4.0,,24:45,2.0,6.0,33.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,5.0,4.0,1.0,1.0,0.0,-16,
7.0,SF,38:40,2.0,11.0,18.2,2.0,2.0,100,1.0,5.0,20.0,3.0,6.0,9.0,5.0,4.0,3.0,1.0,1.0,16,
0.0,SF,34:27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,5.0,4.0,2.0,1.0,0.0,28,
12.0,SF,37:36,3.0,9.0,33.3,5.0,6.0,83.3,1.0,4.0,25.0,4.0,6.0,10.0,9.0,4.0,2.0,1.0,2.0,5,
4.0,SF,34:18,1.0,8.0,12.5,2.0,2.0,100,0.0,5.0,0.0,1.0,3.0,4.0,2.0,3.0,1.0,0.0,1.0,-7,
7.0,SF,30:02,2.0,7.0,28.6,2.0,2.0,100,1.0,4.0,25.0,0.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,17,
15.0,,32:49,6.0,10.0,60.0,0.0,0.0,0.0,3.0,5.0,60.0,1.0,3.0,4.0,2.0,2.0,3.0,0.0,0.0,-6,
4.0,,25:15,2.0,5.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,5.0,3.0,1.0,4.0,0.0,0.0,38,
22.0,,34:07,6.0,8.0,75.0,7.0,7.0,100,3.0,4.0,75.0,2.0,1.0,3.0,6.0,0.0,1.0,2.0,0.0,3,
14.0,,25:05,5.0,7.0,71.4,3.0,6.0,50.0,1.0,3.0,33.3,1.0,2.0,3.0,7.0,1.0,0.0,3.0,1.0,-2,
6.0,,30:30,2.0,7.0,28.6,2.0,2.0,100,0.0,3.0,0.0,3.0,3.0,6.0,6.0,4.0,4.0,4.0,0.0,21,
6.0,SF,7:59,2.0,4.0,50.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-6,
6.0,SF,27:25,2.0,5.0,40.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,1.0,1.0,5.0,3.0,1.0,2.0,0.0,-4,
17.0,SG,37:46,6.0,11.0,54.5,2.0,4.0,50.0,3.0,5.0,60.0,2.0,7.0,9.0,2.0,2.0,1.0,3.0,0.0,8,
0.0,SG,6:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2,
9.0,,22:55,2.0,8.0,25.0,4.0,4.0,100,1.0,4.0,25.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,18,
