points,pos,min,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,comment
8,,15:15,2,3,66.7,4,4,100,0,1,0.0,0,2,2,0,2,1,1,0,1,
8,,17:06,2,4,50.0,3,4,75.0,1,2,50.0,0,4,4,0,1,1,1,0,-6,
0,,5:00,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,1,-1,
7,,16:31,3,5,60.0,0,0,0.0,1,1,100,1,5,6,0,3,0,0,0,-2,
7,,17:01,3,7,42.9,1,4,25.0,0,2,0.0,0,4,4,2,6,2,1,0,18,
6,,15:50,3,7,42.9,0,0,0.0,0,1,0.0,2,5,7,2,0,2,2,1,3,
0,,3:45,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,1,
7,,13:25,2,2,100,3,4,75.0,0,0,0.0,0,1,1,3,1,0,0,0,4,
4,,13:28,2,3,66.7,0,0,0.0,0,0,0.0,0,1,1,0,1,1,0,0,-8,
0,,16:09,0,2,0.0,0,0,0.0,0,0,0.0,0,4,4,0,1,0,1,0,-9,
5,,13:54,2,6,33.3,1,2,50.0,0,3,0.0,0,1,1,0,1,1,0,1,-14,
8,,18:40,3,6,50.0,2,2,100,0,1,0.0,1,3,4,1,2,2,0,0,-9,
2,,4:12,1,2,50.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,0,-4,
6,,20:13,3,6,50.0,0,0,0.0,0,0,0.0,3,6,9,1,0,1,1,1,-6,
0,,11:45,0,2,0.0,0,0,0.0,0,1,0.0,0,4,4,1,2,1,1,1,-9,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
2,,5:48,1,1,100,0,0,0.0,0,0,0.0,1,1,2,0,0,0,1,0,0,
10,,9:51,3,4,75.0,3,4,75.0,1,2,50.0,0,2,2,0,1,0,0,0,-2,
1,,6:09,0,2,0.0,1,2,50.0,0,2,0.0,0,1,1,0,0,0,0,0,-4,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
3,,5:36,0,1,0.0,3,4,75.0,0,1,0.0,0,3,3,0,0,0,0,0,11,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,4:57,0,1,0.0,0,0,0.0,0,1,0.0,1,1,2,0,1,0,0,0,3,
2,,6:41,1,3,33.3,0,0,0.0,0,1,0.0,1,2,3,0,2,1,0,1,4,
0,,5:57,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,0,2,0,1,0,-1,
10,,11:26,4,5,80.0,0,0,0.0,2,2,100,2,4,6,3,2,1,1,0,17,
11,,27:12,5,9,55.6,1,1,100,0,1,0.0,2,3,5,0,2,0,0,0,-10,
2,,9:37,1,1,100,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,-8,
13,,17:25,5,9,55.6,2,4,50.0,1,3,33.3,2,5,7,1,2,1,0,1,2,
6,,15:19,2,3,66.7,2,2,100,0,1,0.0,0,4,4,2,1,0,1,1,1,
9,,15:13,3,6,50.0,3,4,75.0,0,1,0.0,1,3,4,1,1,0,0,2,-1,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
9,PF,24:17,4,9,44.4,0,0,0.0,1,1,100,2,6,8,1,2,2,2,0,-14,
7,PF,33:09,2,7,28.6,3,3,100,0,1,0.0,1,6,7,1,2,0,0,4,-2,
7,PF,20:11,3,7,42.9,0,0,0.0,1,2,50.0,4,6,10,0,2,2,1,0,9,
5,PF,23:06,2,3,66.7,0,0,0.0,1,1,100,0,5,5,2,1,2,0,0,-7,
12,,22:42,5,7,71.4,0,0,0.0,2,2,100,1,2,3,4,0,1,0,1,-7,
5,,10:31,2,5,40.0,0,0,0.0,1,1,100,1,3,4,1,2,1,1,1,-9,
5,,20:58,1,6,16.7,3,5,60.0,0,4,0.0,0,5,5,1,0,0,0,1,1,
9,,17:07,3,6,50.0,3,4,75.0,0,0,0.0,1,4,5,0,3,0,0,1,-3,
4,,7:42,1,2,50.0,2,2,100,0,0,0.0,1,1,2,0,0,1,0,1,8,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
2,,7:54,0,0,0.0,2,2,100,0,0,0.0,0,1,1,0,0,0,1,0,-1,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
7,,7:21,2,5,40.0,3,4,75.0,0,2,0.0,2,1,3,0,2,0,1,0,-15,
4,,4:24,1,1,100,2,2,100,0,0,0.0,0,1,1,0,1,1,0,0,-9,
1,,15:42,0,1,0.0,1,2,50.0,0,1,0.0,1,1,2,2,2,1,0,0,-11,
2,,20:20,1,4,25.0,0,0,0.0,0,1,0.0,4,0,4,1,2,0,1,0,-19,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,5:17,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,1,0,0,0,7,
8,,10:12,3,4,75.0,0,0,0.0,2,3,66.7,0,0,0,0,2,1,1,0,-10,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
4,,13:27,2,6,33.3,0,0,0.0,0,2,0.0,1,2,3,1,3,0,1,0,0,
4,,7:24,0,2,0.0,4,4,100,0,1,0.0,0,1,1,0,0,1,1,0,-2,
7,,15:07,3,4,75.0,0,0,0.0,1,1,100,1,1,2,1,0,0,0,0,8,
15,,13:52,5,6,83.3,3,6,50.0,2,2,100,1,0,1,1,1,1,0,1,-3,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,5:47,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,-4,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
0,,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,
2,,12:46,1,2,50.0,0,0,0.0,0,1,0.0,1,1,2,1,0,1,0,1,-13,
