points,pos,min,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,comment
3.0,,19:21,1.0,4.0,25.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,0,
2.0,SF,22:55,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,0.0,-16,
15.0,SG,31:27,6.0,9.0,66.7,0.0,0.0,0.0,3.0,4.0,75.0,1.0,4.0,5.0,3.0,1.0,3.0,1.0,1.0,15,
11.0,SG,26:49,5.0,9.0,55.6,0.0,2.0,0.0,1.0,5.0,20.0,2.0,4.0,6.0,2.0,2.0,1.0,4.0,0.0,-34,
10.0,,23:38,4.0,5.0,80.0,2.0,2.0,100,0.0,1.0,0.0,2.0,4.0,6.0,0.0,1.0,1.0,0.0,1.0,-6,
10.0,,21:36,4.0,8.0,50.0,2.0,2.0,100,0.0,2.0,0.0,2.0,6.0,8.0,2.0,2.0,2.0,1.0,0.0,14,
12.0,,32:26,4.0,8.0,50.0,2.0,2.0,100,2.0,3.0,66.7,0.0,3.0,3.0,5.0,1.0,1.0,1.0,0.0,5,
3.0,,17:39,1.0,5.0,20.0,0.0,2.0,0.0,1.0,2.0,50.0,2.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,-20,
12.0,,29:40,2.0,3.0,66.7,6.0,6.0,100,2.0,2.0,100,0.0,2.0,2.0,5.0,1.0,4.0,1.0,0.0,27,
15.0,,29:13,4.0,8.0,50.0,5.0,6.0,83.3,2.0,4.0,50.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,-5,
4.0,,15:29,2.0,6.0,33.3,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,2.0,-4,
10.0,,27:05,4.0,9.0,44.4,1.0,2.0,50.0,1.0,1.0,100,5.0,1.0,6.0,4.0,3.0,1.0,1.0,0.0,2,
2.0,,25:19,1.0,3.0,33.3,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,5.0,2.0,2.0,1.0,0.0,0.0,-17,
12.0,,20:04,5.0,5.0,100,2.0,2.0,100,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,-14,
8.0,,30:16,2.0,7.0,28.6,2.0,2.0,100,2.0,3.0,66.7,0.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,-2,
3.0,,21:50,1.0,5.0,20.0,0.0,0.0,0.0,1.0,3.0,33.3,1.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,-22,
7.0,,20:24,3.0,8.0,37.5,0.0,0.0,0.0,1.0,4.0,25.0,1.0,3.0,4.0,1.0,0.0,2.0,1.0,0.0,7,
0.0,,16:22,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,-10,
12.0,,28:14,5.0,9.0,55.6,1.0,3.0,33.3,1.0,2.0,50.0,2.0,6.0,8.0,3.0,3.0,2.0,0.0,0.0,4,
0.0,,26:33,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2.0,0.0,1.0,0.0,2.0,20,
12.0,,26:40,5.0,7.0,71.4,1.0,2.0,50.0,1.0,1.0,100,1.0,3.0,4.0,5.0,4.0,0.0,0.0,1.0,4,
14.0,,30:47,6.0,11.0,54.5,0.0,0.0,0.0,2.0,4.0,50.0,3.0,5.0,8.0,0.0,3.0,1.0,0.0,0.0,9,
3.0,,28:26,1.0,3.0,33.3,0.0,2.0,0.0,1.0,1.0,100,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,5,
8.0,,27:43,3.0,4.0,75.0,1.0,1.0,100,1.0,1.0,100,1.0,4.0,5.0,6.0,4.0,2.0,1.0,2.0,6,
6.0,,27:31,3.0,5.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,6.0,0.0,1.0,0.0,0.0,19,
6.0,,14:34,2.0,3.0,66.7,0.0,0.0,0.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,-12,
,,,,,,,,,,,,,,,,,,,,,DND - Injury/Illness
,,,,,,,,,,,,,,,,,,,,,DND - Injury/Illness
19.0,,32:18,6.0,11.0,54.5,4.0,4.0,100,3.0,6.0,50.0,1.0,5.0,6.0,4.0,2.0,2.0,1.0,0.0,22,
14.0,PG,42:01,6.0,13.0,46.2,0.0,1.0,0.0,2.0,3.0,66.7,2.0,4.0,6.0,4.0,2.0,0.0,4.0,0.0,-13,
12.0,PG,43:00,5.0,8.0,62.5,0.0,0.0,0.0,2.0,3.0,66.7,2.0,3.0,5.0,3.0,2.0,3.0,1.0,0.0,-3,
19.0,PG,42:57,7.0,12.0,58.3,4.0,5.0,80.0,1.0,4.0,25.0,4.0,4.0,8.0,5.0,4.0,2.0,3.0,3.0,-3,
5.0,SG,30:13,2.0,5.0,40.0,0.0,0.0,0.0,1.0,4.0,25.0,0.0,2.0,2.0,4.0,1.0,2.0,2.0,0.0,-24,
21.0,SG,40:29,8.0,13.0,61.5,1.0,1.0,100,4.0,4.0,100,2.0,6.0,8.0,3.0,1.0,0.0,2.0,1.0,4,
14.0,,26:25,5.0,5.0,100,3.0,4.0,75.0,1.0,1.0,100,2.0,1.0,3.0,5.0,1.0,2.0,0.0,0.0,7,
1.0,,22:20,0.0,5.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,1.0,3.0,4.0,3.0,0.0,2.0,0.0,0.0,19,
1.0,,23:59,0.0,5.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,-5,
6.0,,22:34,3.0,9.0,33.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,-18,
7.0,,23:45,2.0,6.0,33.3,1.0,2.0,50.0,2.0,3.0,66.7,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,-10,
5.0,,18:09,2.0,4.0,50.0,0.0,0.0,0.0,1.0,1.0,100,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,23,
4.0,,26:07,1.0,2.0,50.0,2.0,2.0,100,0.0,1.0,0.0,3.0,3.0,6.0,4.0,1.0,2.0,1.0,0.0,2,
8.0,,28:09,3.0,5.0,60.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,3.0,3.0,2.0,1.0,3.0,2.0,0.0,8,
11.0,,24:43,3.0,3.0,100,4.0,4.0,100,1.0,1.0,100,0.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,-4,
4.0,,22:58,1.0,4.0,25.0,2.0,3.0,66.7,0.0,1.0,0.0,3.0,4.0,7.0,2.0,1.0,2.0,3.0,1.0,-9,
9.0,SG,45:33,3.0,11.0,27.3,1.0,3.0,33.3,2.0,5.0,40.0,2.0,5.0,7.0,3.0,0.0,0.0,1.0,1.0,6,
3.0,,21:08,1.0,5.0,20.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0,
4.0,,28:00,2.0,6.0,33.3,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,4.0,5.0,2.0,1.0,1.0,0.0,14,
7.0,SF,28:34,3.0,5.0,60.0,0.0,0.0,0.0,1.0,1.0,100,0.0,3.0,3.0,2.0,3.0,1.0,0.0,1.0,-19,
4.0,SF,36:52,2.0,8.0,25.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,5.0,8.0,2.0,2.0,1.0,0.0,0.0,-10,
11.0,SF,26:01,4.0,8.0,50.0,1.0,2.0,50.0,2.0,5.0,40.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,19,
7.0,SF,29:46,3.0,7.0,42.9,1.0,2.0,50.0,0.0,3.0,0.0,1.0,5.0,6.0,2.0,6.0,0.0,1.0,1.0,15,
8.0,SF,39:28,3.0,8.0,37.5,0.0,0.0,0.0,2.0,5.0,40.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,0.0,-12,
4.0,,16:25,2.0,5.0,40.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,6,
6.0,,15:43,2.0,7.0,28.6,1.0,2.0,50.0,1.0,4.0,25.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,1,
8.0,,35:13,3.0,7.0,42.9,2.0,2.0,100,0.0,1.0,0.0,1.0,4.0,5.0,2.0,1.0,1.0,4.0,0.0,-8,
8.0,,12:10,3.0,5.0,60.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,4,
