points,pos,min,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,comment
14.0,SF,28:48,5.0,18.0,27.8,4.0,7.0,57.1,0.0,6.0,0.0,2.0,7.0,9.0,3.0,2.0,0.0,1.0,0.0,-15,
0.0,,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
4.0,,17:56,2.0,4.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,-2,
4.0,,20:50,1.0,4.0,25.0,1.0,4.0,25.0,1.0,3.0,33.3,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,13,
6.0,,26:13,2.0,13.0,15.4,2.0,2.0,100,0.0,5.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,-6,
,,,,,,,,,,,,,,,,,,,,,DNP - Injury/Illness
19.0,SF,28:10,5.0,12.0,41.7,7.0,7.0,100,2.0,3.0,66.7,1.0,4.0,5.0,1.0,2.0,0.0,3.0,0.0,19,
8.0,,20:54,3.0,7.0,42.9,2.0,2.0,100,0.0,4.0,0.0,3.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,9,
3.0,,17:10,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,100,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,13,
6.0,,15:40,2.0,4.0,50.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,-10,
3.0,,17:48,1.0,6.0,16.7,0.0,0.0,0.0,1.0,4.0,25.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,-22,
5.0,,18:52,1.0,3.0,33.3,2.0,2.0,100,1.0,3.0,33.3,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,-17,
4.0,,20:57,2.0,9.0,22.2,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,12,
5.0,,15:33,2.0,5.0,40.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,-8,
5.0,,16:03,2.0,11.0,18.2,0.0,0.0,0.0,1.0,5.0,20.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,6,
11.0,,24:27,4.0,8.0,50.0,0.0,0.0,0.0,3.0,7.0,42.9,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,5,
9.0,,18:50,3.0,6.0,50.0,0.0,0.0,0.0,3.0,6.0,50.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,-13,
,,,,,,,,,,,,,,,,,,,,,DNP - Injury/Illness
0.0,,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
2.0,,19:17,1.0,5.0,20.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,-13,
4.0,,16:33,2.0,5.0,40.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-15,
3.0,,17:59,1.0,4.0,25.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,3.0,3.0,1.0,3.0,0.0,0.0,1.0,7,
