points,pos,min,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,comment
,,,,,,,,,,,,,,,,,,,,,DNP - Injury / Illness
,,,,,,,,,,,,,,,,,,,,,DNP - Injury / Illness
,,,,,,,,,,,,,,,,,,,,,DNP - Injury/Illness
,,,,,,,,,,,,,,,,,,,,,DNP - Injury/Illness
20.0,,18:27,7.0,8.0,87.5,1.0,2.0,50.0,5.0,6.0,83.3,1.0,4.0,5.0,2.0,1.0,0.0,3.0,0.0,14,
3.0,,17:04,1.0,4.0,25.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,6.0,6.0,1.0,1.0,0.0,1.0,0.0,11,
2.0,,18:17,1.0,6.0,16.7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,3,
15.0,,16:28,5.0,8.0,62.5,2.0,2.0,100,3.0,4.0,75.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,7,
9.0,,16:02,4.0,5.0,80.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,-1,
13.0,,23:26,4.0,7.0,57.1,1.0,2.0,50.0,4.0,4.0,100,1.0,6.0,7.0,5.0,1.0,1.0,2.0,0.0,32,
14.0,,22:23,4.0,12.0,33.3,3.0,4.0,75.0,3.0,10.0,30.0,0.0,5.0,5.0,1.0,2.0,0.0,0.0,0.0,-3,
6.0,,17:22,2.0,7.0,28.6,0.0,0.0,0.0,2.0,7.0,28.6,0.0,4.0,4.0,1.0,3.0,0.0,1.0,0.0,-3,
15.0,,19:46,5.0,10.0,50.0,2.0,2.0,100,3.0,7.0,42.9,5.0,3.0,8.0,1.0,2.0,1.0,1.0,0.0,-13,
7.0,,22:33,3.0,11.0,27.3,0.0,0.0,0.0,1.0,7.0,14.3,1.0,5.0,6.0,0.0,3.0,2.0,2.0,0.0,18,
10.0,,17:52,4.0,5.0,80.0,1.0,1.0,100,1.0,2.0,50.0,0.0,6.0,6.0,0.0,2.0,0.0,1.0,0.0,6,
3.0,,18:22,1.0,6.0,16.7,0.0,0.0,0.0,1.0,5.0,20.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,12,
5.0,,18:52,2.0,8.0,25.0,0.0,0.0,0.0,1.0,5.0,20.0,1.0,3.0,4.0,0.0,1.0,3.0,1.0,0.0,-5,
4.0,,20:56,1.0,3.0,33.3,2.0,4.0,50.0,0.0,1.0,0.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,-2,
8.0,,20:03,2.0,6.0,33.3,3.0,4.0,75.0,1.0,5.0,20.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1,
5.0,,17:37,2.0,11.0,18.2,0.0,1.0,0.0,1.0,5.0,20.0,3.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,-8,
7.0,,18:30,3.0,4.0,75.0,0.0,0.0,0.0,1.0,1.0,100,1.0,5.0,6.0,0.0,3.0,0.0,0.0,0.0,1,
4.0,,19:12,1.0,4.0,25.0,2.0,3.0,66.7,0.0,2.0,0.0,0.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,19,
7.0,,18:39,2.0,5.0,40.0,2.0,2.0,100,1.0,2.0,50.0,0.0,5.0,5.0,2.0,1.0,0.0,1.0,0.0,-1,
21.0,,24:10,8.0,13.0,61.5,2.0,2.0,100,3.0,7.0,42.9,2.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,12,
12.0,,25:55,4.0,8.0,50.0,3.0,3.0,100,1.0,3.0,33.3,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,26,
7.0,,19:51,2.0,8.0,25.0,3.0,3.0,100,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,-19,
9.0,,20:36,3.0,9.0,33.3,2.0,2.0,100,1.0,3.0,33.3,2.0,2.0,4.0,3.0,4.0,0.0,1.0,0.0,0,
18.0,,28:59,6.0,9.0,66.7,2.0,2.0,100,4.0,7.0,57.1,3.0,4.0,7.0,1.0,4.0,1.0,0.0,2.0,14,
7.0,,16:58,2.0,7.0,28.6,2.0,2.0,100,1.0,3.0,33.3,0.0,5.0,5.0,0.0,3.0,1.0,1.0,1.0,-9,
7.0,,20:43,2.0,7.0,28.6,2.0,2.0,100,1.0,3.0,33.3,0.0,2.0,2.0,0.0,3.0,2.0,1.0,0.0,0,
9.0,,18:18,4.0,12.0,33.3,0.0,0.0,0.0,1.0,8.0,12.5,3.0,5.0,8.0,1.0,2.0,2.0,0.0,0.0,2,
4.0,,18:12,1.0,5.0,20.0,2.0,2.0,100,0.0,2.0,0.0,0.0,4.0,4.0,4.0,1.0,0.0,1.0,1.0,1,
16.0,,17:57,5.0,8.0,62.5,2.0,2.0,100,4.0,6.0,66.7,2.0,3.0,5.0,0.0,2.0,0.0,0.0,1.0,12,
13.0,PF,35:30,4.0,9.0,44.4,4.0,4.0,100,1.0,3.0,33.3,0.0,5.0,5.0,0.0,2.0,0.0,2.0,0.0,-10,
0.0,,17:13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,-1,
7.0,,19:20,2.0,5.0,40.0,3.0,4.0,75.0,0.0,2.0,0.0,2.0,2.0,4.0,4.0,0.0,2.0,2.0,1.0,1,
5.0,,17:04,2.0,8.0,25.0,0.0,0.0,0.0,1.0,6.0,16.7,0.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,-12,
15.0,,26:19,6.0,14.0,42.9,3.0,7.0,42.9,0.0,5.0,0.0,3.0,6.0,9.0,1.0,2.0,0.0,1.0,0.0,-7,
5.0,,10:17,2.0,3.0,66.7,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,3,
,,,,,,,,,,,,,,,,,,,,,DNP - Injury/Illness
3.0,,12:57,1.0,5.0,20.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,6,
